query,metodo,patron,total_postings,tiempo_seg
katie holmes,sin_skip,t1 AND t2,18,0.000008658
katie holmes,con_skip,t1 AND t2,18,0.000011241
paris hilton,sin_skip,t1 AND t2,166,0.000027650
paris hilton,con_skip,t1 AND t2,166,0.000032399
filipino actress,sin_skip,t1 AND t2,152,0.000032887
filipino actress,con_skip,t1 AND t2,152,0.000043849
murfreesboro tn,sin_skip,t1 AND t2,40,0.000009845
murfreesboro tn,con_skip,t1 AND t2,40,0.000009007
jean skirt,sin_skip,t1 AND t2,88,0.000018015
jean skirt,con_skip,t1 AND t2,88,0.000017247
afghan radio,sin_skip,t1 AND t2,290,0.000048667
afghan radio,con_skip,t1 AND t2,290,0.000066542
houston wb,sin_skip,t1 AND t2,52,0.000012289
houston wb,con_skip,t1 AND t2,52,0.000013406
wedding proposals,sin_skip,t1 AND t2,87,0.000022343
wedding proposals,con_skip,t1 AND t2,87,0.000037286
braxton hicks,sin_skip,t1 AND t2,6,0.000005167
braxton hicks,con_skip,t1 AND t2,6,0.000007052
denon 2105,sin_skip,t1 AND t2,3,0.000005307
denon 2105,con_skip,t1 AND t2,3,0.000006145
dance bush,sin_skip,t1 AND t2,165,0.000037216
dance bush,con_skip,t1 AND t2,165,0.000060048
italian supermodels,sin_skip,t1 AND t2,198,0.000014384
italian supermodels,con_skip,t1 AND t2,198,0.000009077
option quote,sin_skip,t1 AND t2,66,0.000018015
option quote,con_skip,t1 AND t2,66,0.000030024
sears appliances,sin_skip,t1 AND t2,11,0.000006633
sears appliances,con_skip,t1 AND t2,11,0.000010613
search engine,sin_skip,t1 AND t2,6159,0.000880617
search engine,con_skip,t1 AND t2,6159,0.000817566
driving directions,sin_skip,t1 AND t2,98,0.000020947
driving directions,con_skip,t1 AND t2,98,0.000032957
jfk airport,sin_skip,t1 AND t2,73,0.000010124
jfk airport,con_skip,t1 AND t2,73,0.000008938
kaiser permanente,sin_skip,t1 AND t2,6,0.000004398
kaiser permanente,con_skip,t1 AND t2,6,0.000005795
niceville florida,sin_skip,t1 AND t2,145,0.000025276
niceville florida,con_skip,t1 AND t2,145,0.000008589
beaver collectibles,sin_skip,t1 AND t2,12,0.000005306
beaver collectibles,con_skip,t1 AND t2,12,0.000007192
texas cellular,sin_skip,t1 AND t2,187,0.000031001
texas cellular,con_skip,t1 AND t2,187,0.000036727
fat sims,sin_skip,t1 AND t2,41,0.000009915
fat sims,con_skip,t1 AND t2,41,0.000014244
airline stickers,sin_skip,t1 AND t2,32,0.000009077
airline stickers,con_skip,t1 AND t2,32,0.000011032
landscaping pavers,sin_skip,t1 AND t2,5,0.000004259
landscaping pavers,con_skip,t1 AND t2,5,0.000005237
yahoo finance,sin_skip,t1 AND t2,104,0.000020109
yahoo finance,con_skip,t1 AND t2,104,0.000032399
accidental falls,sin_skip,t1 AND t2,83,0.000017177
accidental falls,con_skip,t1 AND t2,83,0.000026673
spanish translation,sin_skip,t1 AND t2,283,0.000060048
spanish translation,con_skip,t1 AND t2,283,0.000104526
wes craven,sin_skip,t1 AND t2,5,0.000005796
wes craven,con_skip,t1 AND t2,5,0.000006703
invisible fence,sin_skip,t1 AND t2,28,0.000009846
invisible fence,con_skip,t1 AND t2,28,0.000015920
cat diseases,sin_skip,t1 AND t2,98,0.000024369
cat diseases,con_skip,t1 AND t2,98,0.000041895
washing machines,sin_skip,t1 AND t2,42,0.000012359
washing machines,con_skip,t1 AND t2,42,0.000017247
music videos,sin_skip,t1 AND t2,847,0.000169462
music videos,con_skip,t1 AND t2,847,0.000173512
kitchen equipment,sin_skip,t1 AND t2,155,0.000034842
kitchen equipment,con_skip,t1 AND t2,155,0.000056627
silk tonight,sin_skip,t1 AND t2,32,0.000011102
silk tonight,con_skip,t1 AND t2,32,0.000016059
free puppies,sin_skip,t1 AND t2,6046,0.000828529
free puppies,con_skip,t1 AND t2,6046,0.000089445
download music,sin_skip,t1 AND t2,821,0.000126939
download music,con_skip,t1 AND t2,821,0.000206818
surgical terminology,sin_skip,t1 AND t2,47,0.000013476
surgical terminology,con_skip,t1 AND t2,47,0.000017037
med sed,sin_skip,t1 AND t2,21,0.000009077
med sed,con_skip,t1 AND t2,21,0.000011032
judicial watch,sin_skip,t1 AND t2,94,0.000023810
judicial watch,con_skip,t1 AND t2,94,0.000039171
mlb 2006,sin_skip,t1 AND t2,1482,0.000245361
mlb 2006,con_skip,t1 AND t2,1482,0.000186360
master rao,sin_skip,t1 AND t2,166,0.000038612
master rao,con_skip,t1 AND t2,166,0.000026253
frandsen keri,sin_skip,t1 AND t2,2,0.000007122
frandsen keri,con_skip,t1 AND t2,2,0.000007122
jane march,sin_skip,t1 AND t2,1436,0.000260303
jane march,con_skip,t1 AND t2,1436,0.000145024
gia darling,sin_skip,t1 AND t2,7,0.000009496
gia darling,con_skip,t1 AND t2,7,0.000012359
cnn money,sin_skip,t1 AND t2,225,0.000052787
cnn money,con_skip,t1 AND t2,225,0.000077854
eb chord,sin_skip,t1 AND t2,106,0.000028628
eb chord,con_skip,t1 AND t2,106,0.000020878
fleet bank,sin_skip,t1 AND t2,157,0.000039939
fleet bank,con_skip,t1 AND t2,157,0.000072617
indonesia media,sin_skip,t1 AND t2,6101,0.001386002
indonesia media,con_skip,t1 AND t2,6101,0.000742087
vascular diseases,sin_skip,t1 AND t2,48,0.000018852
vascular diseases,con_skip,t1 AND t2,48,0.000018154
aol games,sin_skip,t1 AND t2,313,0.000065006
aol games,con_skip,t1 AND t2,313,0.000072547
crazy places,sin_skip,t1 AND t2,278,0.000051391
crazy places,con_skip,t1 AND t2,278,0.000066751
496 pc,sin_skip,t1 AND t2,68,0.000015641
496 pc,con_skip,t1 AND t2,68,0.000024299
wolf tattoo,sin_skip,t1 AND t2,42,0.000012080
wolf tattoo,con_skip,t1 AND t2,42,0.000053555
ellis island,sin_skip,t1 AND t2,189,0.000028628
ellis island,con_skip,t1 AND t2,189,0.000037705
super taboo,sin_skip,t1 AND t2,56,0.000014873
super taboo,con_skip,t1 AND t2,56,0.000018433
national weather,sin_skip,t1 AND t2,609,0.000119398
national weather,con_skip,t1 AND t2,609,0.000159198
cinnamon stix,sin_skip,t1 AND t2,4,0.000005306
cinnamon stix,con_skip,t1 AND t2,4,0.000006214
nigeria newspapers,sin_skip,t1 AND t2,110,0.000026742
nigeria newspapers,con_skip,t1 AND t2,110,0.000045315
mens thong,sin_skip,t1 AND t2,22,0.000008588
mens thong,con_skip,t1 AND t2,22,0.000011172
live fish,sin_skip,t1 AND t2,434,0.000088956
live fish,con_skip,t1 AND t2,434,0.000142371
downtown disney,sin_skip,t1 AND t2,100,0.000022763
downtown disney,con_skip,t1 AND t2,100,0.000041615
mail preferences,sin_skip,t1 AND t2,45,0.000011171
mail preferences,con_skip,t1 AND t2,45,0.000018154
suzanne mcneil,sin_skip,t1 AND t2,6,0.000005307
suzanne mcneil,con_skip,t1 AND t2,6,0.000007052
michael blake,sin_skip,t1 AND t2,134,0.000027650
michael blake,con_skip,t1 AND t2,134,0.000044827
continental airline,sin_skip,t1 AND t2,56,0.000016409
continental airline,con_skip,t1 AND t2,56,0.000027860
pure movie,sin_skip,t1 AND t2,266,0.000064866
pure movie,con_skip,t1 AND t2,266,0.000087140
luis miguel,sin_skip,t1 AND t2,24,0.000008239
luis miguel,con_skip,t1 AND t2,24,0.000012359
hearth pad,sin_skip,t1 AND t2,10,0.000005236
hearth pad,con_skip,t1 AND t2,10,0.000006563
stock quotes,sin_skip,t1 AND t2,113,0.000022274
stock quotes,con_skip,t1 AND t2,113,0.000041126
willies baits,sin_skip,t1 AND t2,2,0.000004399
willies baits,con_skip,t1 AND t2,2,0.000005167
mail preferences,sin_skip,t1 AND t2,45,0.000009915
mail preferences,con_skip,t1 AND t2,45,0.000014384
indiana lottery,sin_skip,t1 AND t2,72,0.000015361
indiana lottery,con_skip,t1 AND t2,72,0.000033375
group usa,sin_skip,t1 AND t2,880,0.000143278
group usa,con_skip,t1 AND t2,880,0.000240124
online dictionary,sin_skip,t1 AND t2,320,0.000057605
online dictionary,con_skip,t1 AND t2,320,0.000110880
microsoft lawsuits,sin_skip,t1 AND t2,33,0.000009146
microsoft lawsuits,con_skip,t1 AND t2,33,0.000012010
colonel stone,sin_skip,t1 AND t2,166,0.000031002
colonel stone,con_skip,t1 AND t2,166,0.000048109
crab salad,sin_skip,t1 AND t2,15,0.000005656
crab salad,con_skip,t1 AND t2,15,0.000006703
robins nest,sin_skip,t1 AND t2,23,0.000006214
robins nest,con_skip,t1 AND t2,23,0.000007122
love test,sin_skip,t1 AND t2,385,0.000064099
love test,con_skip,t1 AND t2,385,0.000110671
lying children,sin_skip,t1 AND t2,453,0.000072617
lying children,con_skip,t1 AND t2,453,0.000087908
parents jokes,sin_skip,t1 AND t2,151,0.000025206
parents jokes,con_skip,t1 AND t2,151,0.000028139
money magazine,sin_skip,t1 AND t2,433,0.000074292
money magazine,con_skip,t1 AND t2,433,0.000127428
tom cruise,sin_skip,t1 AND t2,108,0.000044897
tom cruise,con_skip,t1 AND t2,108,0.000033376
trip advisor,sin_skip,t1 AND t2,112,0.000021506
trip advisor,con_skip,t1 AND t2,112,0.000039102
nail pro,sin_skip,t1 AND t2,70,0.000013755
nail pro,con_skip,t1 AND t2,70,0.000013057
chris adler,sin_skip,t1 AND t2,127,0.000020947
chris adler,con_skip,t1 AND t2,127,0.000011590
finding addresses,sin_skip,t1 AND t2,104,0.000025206
finding addresses,con_skip,t1 AND t2,104,0.000036797
woman fighter,sin_skip,t1 AND t2,199,0.000043710
woman fighter,con_skip,t1 AND t2,199,0.000070522
champion air,sin_skip,t1 AND t2,320,0.000068567
champion air,con_skip,t1 AND t2,320,0.000115907
chesapeake bay,sin_skip,t1 AND t2,84,0.000015850
chesapeake bay,con_skip,t1 AND t2,84,0.000016129
yahoo mail,sin_skip,t1 AND t2,67,0.000018154
yahoo mail,con_skip,t1 AND t2,67,0.000031491
1980 shasta,sin_skip,t1 AND t2,380,0.000069056
1980 shasta,con_skip,t1 AND t2,380,0.000022972
florida offender,sin_skip,t1 AND t2,152,0.000031490
florida offender,con_skip,t1 AND t2,152,0.000031002
fischer price,sin_skip,t1 AND t2,103,0.000022902
fischer price,con_skip,t1 AND t2,103,0.000029466
blocked list,sin_skip,t1 AND t2,1751,0.000312810
blocked list,con_skip,t1 AND t2,1751,0.000153682
ebay motors,sin_skip,t1 AND t2,17,0.000008239
ebay motors,con_skip,t1 AND t2,17,0.000013196
tufts university,sin_skip,t1 AND t2,582,0.000031420
tufts university,con_skip,t1 AND t2,582,0.000017735
american airlines,sin_skip,t1 AND t2,860,0.000162829
american airlines,con_skip,t1 AND t2,860,0.000187337
diamondbacks roster,sin_skip,t1 AND t2,44,0.000006215
diamondbacks roster,con_skip,t1 AND t2,44,0.000007122
american idol,sin_skip,t1 AND t2,823,0.000108017
american idol,con_skip,t1 AND t2,823,0.000061096
maps fl,sin_skip,t1 AND t2,806,0.000151867
maps fl,con_skip,t1 AND t2,806,0.000150470
stripes movie,sin_skip,t1 AND t2,229,0.000048248
stripes movie,con_skip,t1 AND t2,229,0.000044827
papa johns,sin_skip,t1 AND t2,30,0.000011102
papa johns,con_skip,t1 AND t2,30,0.000017526
symptoms appendicitis,sin_skip,t1 AND t2,25,0.000006633
symptoms appendicitis,con_skip,t1 AND t2,25,0.000008100
ac dc,sin_skip,t1 AND t2,395,0.000081485
ac dc,con_skip,t1 AND t2,395,0.000147328
robots movie,sin_skip,t1 AND t2,227,0.000046712
robots movie,con_skip,t1 AND t2,227,0.000044757
samsung 315,sin_skip,t1 AND t2,19,0.000007681
samsung 315,con_skip,t1 AND t2,19,0.000008030
joshua jackson,sin_skip,t1 AND t2,96,0.000022413
joshua jackson,con_skip,t1 AND t2,96,0.000025695
times union,sin_skip,t1 AND t2,611,0.000133713
times union,con_skip,t1 AND t2,611,0.000196275
unintended consequences,sin_skip,t1 AND t2,48,0.000013964
unintended consequences,con_skip,t1 AND t2,48,0.000019411
wallpaper borders,sin_skip,t1 AND t2,76,0.000017596
wallpaper borders,con_skip,t1 AND t2,76,0.000013965
sams clubs,sin_skip,t1 AND t2,181,0.000019969
sams clubs,con_skip,t1 AND t2,181,0.000012428
hair cuts,sin_skip,t1 AND t2,88,0.000022693
hair cuts,con_skip,t1 AND t2,88,0.000037355
dog poop,sin_skip,t1 AND t2,66,0.000011800
dog poop,con_skip,t1 AND t2,66,0.000014453
easy readers,sin_skip,t1 AND t2,120,0.000028139
easy readers,con_skip,t1 AND t2,120,0.000046922
christmas store,sin_skip,t1 AND t2,158,0.000035331
christmas store,con_skip,t1 AND t2,158,0.000060607
sweet potato,sin_skip,t1 AND t2,39,0.000019271
sweet potato,con_skip,t1 AND t2,39,0.000018015
kohler accessories,sin_skip,t1 AND t2,21,0.000009426
kohler accessories,con_skip,t1 AND t2,21,0.000012917
las vegas,sin_skip,t1 AND t2,37,0.000011800
las vegas,con_skip,t1 AND t2,37,0.000016757
shocking pictures,sin_skip,t1 AND t2,100,0.000024369
shocking pictures,con_skip,t1 AND t2,100,0.000030513
ma doc,sin_skip,t1 AND t2,98,0.000024298
ma doc,con_skip,t1 AND t2,98,0.000039729
shetland sheep,sin_skip,t1 AND t2,29,0.000009496
shetland sheep,con_skip,t1 AND t2,29,0.000013825
american chopper,sin_skip,t1 AND t2,820,0.000148516
american chopper,con_skip,t1 AND t2,820,0.000054253
biker tees,sin_skip,t1 AND t2,3,0.000005237
biker tees,con_skip,t1 AND t2,3,0.000006074
banner code,sin_skip,t1 AND t2,441,0.000085394
banner code,con_skip,t1 AND t2,441,0.000081344
doc johnson,sin_skip,t1 AND t2,115,0.000026254
doc johnson,con_skip,t1 AND t2,115,0.000041475
john cena,sin_skip,t1 AND t2,378,0.000020668
john cena,con_skip,t1 AND t2,378,0.000015222
tec elgin,sin_skip,t1 AND t2,15,0.000007122
tec elgin,con_skip,t1 AND t2,15,0.000007611
edward hopper,sin_skip,t1 AND t2,119,0.000021855
edward hopper,con_skip,t1 AND t2,119,0.000019621
yellow labs,sin_skip,t1 AND t2,129,0.000028558
yellow labs,con_skip,t1 AND t2,129,0.000032189
pool companys,sin_skip,t1 AND t2,55,0.000012010
pool companys,con_skip,t1 AND t2,55,0.000014175
tom cruise,sin_skip,t1 AND t2,108,0.000025207
tom cruise,con_skip,t1 AND t2,108,0.000039241
avalon apartments,sin_skip,t1 AND t2,27,0.000011032
avalon apartments,con_skip,t1 AND t2,27,0.000015990
wedding cameras,sin_skip,t1 AND t2,59,0.000017037
wedding cameras,con_skip,t1 AND t2,59,0.000022414
debbie miller,sin_skip,t1 AND t2,51,0.000010823
debbie miller,con_skip,t1 AND t2,51,0.000010544
motor homes,sin_skip,t1 AND t2,123,0.000028558
motor homes,con_skip,t1 AND t2,123,0.000065425
cheap flights,sin_skip,t1 AND t2,43,0.000012987
cheap flights,con_skip,t1 AND t2,43,0.000019411
sonny emery,sin_skip,t1 AND t2,6,0.000006144
sonny emery,con_skip,t1 AND t2,6,0.000007680
colonial downs,sin_skip,t1 AND t2,55,0.000014663
colonial downs,con_skip,t1 AND t2,55,0.000019621
hollywood agents,sin_skip,t1 AND t2,113,0.000027650
hollywood agents,con_skip,t1 AND t2,113,0.000045386
aruba disappearance,sin_skip,t1 AND t2,26,0.000007610
aruba disappearance,con_skip,t1 AND t2,26,0.000012219
scenic vistas,sin_skip,t1 AND t2,14,0.000005795
scenic vistas,con_skip,t1 AND t2,14,0.000005655
italy doors,sin_skip,t1 AND t2,303,0.000054393
italy doors,con_skip,t1 AND t2,303,0.000068218
sun labs,sin_skip,t1 AND t2,99,0.000019830
sun labs,con_skip,t1 AND t2,99,0.000026045
teen cakes,sin_skip,t1 AND t2,18,0.000005167
teen cakes,con_skip,t1 AND t2,18,0.000006145
alcohol 120,sin_skip,t1 AND t2,441,0.000071360
alcohol 120,con_skip,t1 AND t2,441,0.000086791
rolls royce,sin_skip,t1 AND t2,22,0.000007192
rolls royce,con_skip,t1 AND t2,22,0.000008588
centennial gardens,sin_skip,t1 AND t2,68,0.000014663
centennial gardens,con_skip,t1 AND t2,68,0.000019132
vein removal,sin_skip,t1 AND t2,56,0.000011591
vein removal,con_skip,t1 AND t2,56,0.000018434
gator shoes,sin_skip,t1 AND t2,16,0.000006354
gator shoes,con_skip,t1 AND t2,16,0.000008937
belmont park,sin_skip,t1 AND t2,180,0.000027720
belmont park,con_skip,t1 AND t2,180,0.000024858
pocket bikes,sin_skip,t1 AND t2,33,0.000007122
pocket bikes,con_skip,t1 AND t2,33,0.000008658
child psychology,sin_skip,t1 AND t2,205,0.000035750
child psychology,con_skip,t1 AND t2,205,0.000058163
realty executives,sin_skip,t1 AND t2,28,0.000007122
realty executives,con_skip,t1 AND t2,28,0.000006494
jessica alba,sin_skip,t1 AND t2,24,0.000007192
jessica alba,con_skip,t1 AND t2,24,0.000009077
miami herald,sin_skip,t1 AND t2,85,0.000016898
miami herald,con_skip,t1 AND t2,85,0.000020458
siesta ware,sin_skip,t1 AND t2,12,0.000005726
siesta ware,con_skip,t1 AND t2,12,0.000006633
ocean view,sin_skip,t1 AND t2,1868,0.000346465
ocean view,con_skip,t1 AND t2,1868,0.000315184
cash advance,sin_skip,t1 AND t2,105,0.000026253
cash advance,con_skip,t1 AND t2,105,0.000039869
garden snakes,sin_skip,t1 AND t2,80,0.000020598
garden snakes,con_skip,t1 AND t2,80,0.000028139
comcast dsl,sin_skip,t1 AND t2,8,0.000005726
comcast dsl,con_skip,t1 AND t2,8,0.000007262
disney cruise,sin_skip,t1 AND t2,56,0.000015641
disney cruise,con_skip,t1 AND t2,56,0.000024927
indiana airlines,sin_skip,t1 AND t2,109,0.000026463
indiana airlines,con_skip,t1 AND t2,109,0.000042802
hair fallout,sin_skip,t1 AND t2,64,0.000016688
hair fallout,con_skip,t1 AND t2,64,0.000022413
sherman lewis,sin_skip,t1 AND t2,77,0.000020389
sherman lewis,con_skip,t1 AND t2,77,0.000031002
chalk colorado,sin_skip,t1 AND t2,72,0.000031002
chalk colorado,con_skip,t1 AND t2,72,0.000024717
abt electronics,sin_skip,t1 AND t2,43,0.000009636
abt electronics,con_skip,t1 AND t2,43,0.000011870
map directions,sin_skip,t1 AND t2,460,0.000091748
map directions,con_skip,t1 AND t2,460,0.000094611
honolulu news,sin_skip,t1 AND t2,365,0.000087768
honolulu news,con_skip,t1 AND t2,365,0.000076806
manzanita beach,sin_skip,t1 AND t2,62,0.000018154
manzanita beach,con_skip,t1 AND t2,62,0.000009427
downey savings,sin_skip,t1 AND t2,12,0.000007262
downey savings,con_skip,t1 AND t2,12,0.000009357
peoria illinois,sin_skip,t1 AND t2,135,0.000027720
peoria illinois,con_skip,t1 AND t2,135,0.000034284
map quest,sin_skip,t1 AND t2,466,0.000088815
map quest,con_skip,t1 AND t2,466,0.000108367
salt covenant,sin_skip,t1 AND t2,37,0.000012219
salt covenant,con_skip,t1 AND t2,37,0.000012428
smith barney,sin_skip,t1 AND t2,143,0.000031071
smith barney,con_skip,t1 AND t2,143,0.000022902
dark connection,sin_skip,t1 AND t2,204,0.000046153
dark connection,con_skip,t1 AND t2,204,0.000076387
bobby valentino,sin_skip,t1 AND t2,21,0.000008519
bobby valentino,con_skip,t1 AND t2,21,0.000012848
blue book,sin_skip,t1 AND t2,895,0.000168764
blue book,con_skip,t1 AND t2,895,0.000270846
washington mutual,sin_skip,t1 AND t2,284,0.000053275
washington mutual,con_skip,t1 AND t2,284,0.000055719
chiari malformation,sin_skip,t1 AND t2,3,0.000004748
chiari malformation,con_skip,t1 AND t2,3,0.000005656
foreskin fun,sin_skip,t1 AND t2,51,0.000009636
foreskin fun,con_skip,t1 AND t2,51,0.000008938
mordecai wwe,sin_skip,t1 AND t2,12,0.000005725
mordecai wwe,con_skip,t1 AND t2,12,0.000005795
thread mills,sin_skip,t1 AND t2,45,0.000011381
thread mills,con_skip,t1 AND t2,45,0.000016688
la times,sin_skip,t1 AND t2,723,0.000122750
la times,con_skip,t1 AND t2,723,0.000228184
mls search,sin_skip,t1 AND t2,6047,0.001045472
mls search,con_skip,t1 AND t2,6047,0.000179238
coldwell bankers,sin_skip,t1 AND t2,5,0.000007261
coldwell bankers,con_skip,t1 AND t2,5,0.000007052
pathological liar,sin_skip,t1 AND t2,13,0.000006982
pathological liar,con_skip,t1 AND t2,13,0.000010823
bird bath,sin_skip,t1 AND t2,119,0.000029605
bird bath,con_skip,t1 AND t2,119,0.000046782
springfield ohio,sin_skip,t1 AND t2,130,0.000031490
springfield ohio,con_skip,t1 AND t2,130,0.000050343
wal mart,sin_skip,t1 AND t2,16,0.000008170
wal mart,con_skip,t1 AND t2,16,0.000011870
kidney stones,sin_skip,t1 AND t2,39,0.000012708
kidney stones,con_skip,t1 AND t2,39,0.000019830
outdoor shutters,sin_skip,t1 AND t2,30,0.000009008
outdoor shutters,con_skip,t1 AND t2,30,0.000009636
marshfield ma,sin_skip,t1 AND t2,76,0.000014314
marshfield ma,con_skip,t1 AND t2,76,0.000008868
tiki huts,sin_skip,t1 AND t2,6,0.000005655
tiki huts,con_skip,t1 AND t2,6,0.000007122
imax florida,sin_skip,t1 AND t2,150,0.000030583
imax florida,con_skip,t1 AND t2,150,0.000027161
peripheral electronics,sin_skip,t1 AND t2,55,0.000015571
peripheral electronics,con_skip,t1 AND t2,55,0.000026603
carmen electra,sin_skip,t1 AND t2,11,0.000013266
carmen electra,con_skip,t1 AND t2,11,0.000009985
camping accessories,sin_skip,t1 AND t2,25,0.000007471
camping accessories,con_skip,t1 AND t2,25,0.000010055
design acoustics,sin_skip,t1 AND t2,242,0.000037705
design acoustics,con_skip,t1 AND t2,242,0.000013406
hp printers,sin_skip,t1 AND t2,50,0.000011591
hp printers,con_skip,t1 AND t2,50,0.000013267
galena il,sin_skip,t1 AND t2,59,0.000013197
galena il,con_skip,t1 AND t2,59,0.000014453
theological statement,sin_skip,t1 AND t2,88,0.000018155
theological statement,con_skip,t1 AND t2,88,0.000040428
ice queen,sin_skip,t1 AND t2,244,0.000043500
ice queen,con_skip,t1 AND t2,244,0.000071849
automatic chores,sin_skip,t1 AND t2,34,0.000008938
automatic chores,con_skip,t1 AND t2,34,0.000008379
party games,sin_skip,t1 AND t2,572,0.000101663
party games,con_skip,t1 AND t2,572,0.000173232
mike jones,sin_skip,t1 AND t2,157,0.000028139
mike jones,con_skip,t1 AND t2,157,0.000047759
surinam cherry,sin_skip,t1 AND t2,14,0.000006284
surinam cherry,con_skip,t1 AND t2,14,0.000006284
fox news,sin_skip,t1 AND t2,420,0.000093982
fox news,con_skip,t1 AND t2,420,0.000124426
medina steakhouse,sin_skip,t1 AND t2,13,0.000005656
medina steakhouse,con_skip,t1 AND t2,13,0.000007472
music downloads,sin_skip,t1 AND t2,780,0.000107668
music downloads,con_skip,t1 AND t2,780,0.000028069
bull pictures,sin_skip,t1 AND t2,107,0.000025765
bull pictures,con_skip,t1 AND t2,107,0.000037565
american airlines,sin_skip,t1 AND t2,860,0.000164225
