query,patron,total_postings,tiempo_seg,tiempo_seg_str
cell phones,t1 OR t2,104,"0,000129830",0.000129830
ink refills,t1 OR t2,26,"0,000207073",0.000207073
sharon homes,t1 OR t2,69,"0,000122917",0.000122917
southwest airlines,t1 OR t2,119,"0,000156999",0.000156999
psychogenic polydipsia,t1 OR t2,2,"0,000164610",0.000164610
catholic homeschooling,t1 OR t2,90,"0,000131297",0.000131297
dr phil,t1 OR t2,62,"0,000137025",0.000137025
cif gov,t1 OR t2,10,"0,000083807",0.000083807
karma sutra,t1 OR t2,6,"0,000108740",0.000108740
amerie rollin,t1 OR t2,7,"0,000177880",0.000177880
dvd decoder,t1 OR t2,132,"0,000148338",0.000148338
vida guerra,t1 OR t2,12,"0,000885699",0.000885699
valley fever,t1 OR t2,89,"0,000144357",0.000144357
harlem diplomats,t1 OR t2,19,"0,000110905",0.000110905
college stuff,t1 OR t2,331,"0,000204069",0.000204069
toon disney,t1 OR t2,31,"0,000125711",0.000125711
carolina pottery,t1 OR t2,25,"0,000137373",0.000137373
ana mia,t1 OR t2,14,"0,000141564",0.000141564
nascar autographs,t1 OR t2,14,"0,000116492",0.000116492
king tut,t1 OR t2,273,"0,000288575",0.000288575
pulmonary hypertension,t1 OR t2,7,"0,000117889",0.000117889
pets health,t1 OR t2,188,"0,000192546",0.000192546
herbal life,t1 OR t2,683,"0,000359113",0.000359113
national university,t1 OR t2,1130,"0,000354363",0.000354363
ashtabula ohio,t1 OR t2,103,"0,000218317",0.000218317
gardening tips,t1 OR t2,31,"0,000113768",0.000113768
movie times,t1 OR t2,645,"0,000285781",0.000285781
weight gain,t1 OR t2,257,"0,000141354",0.000141354
clinton investments,t1 OR t2,41,"0,000094423",0.000094423
downloading songs,t1 OR t2,270,"0,000144707",0.000144707
enlarged spleen,t1 OR t2,28,"0,000110695",0.000110695
ufo 800,t1 OR t2,50,"0,000192267",0.000192267
spokane motels,t1 OR t2,12,"0,000118238",0.000118238
katie holmes,t1 OR t2,18,"0,000161259",0.000161259
paris hilton,t1 OR t2,166,"0,000147081",0.000147081
filipino actress,t1 OR t2,152,"0,000256449",0.000256449
murfreesboro tn,t1 OR t2,40,"0,000166567",0.000166567
jean skirt,t1 OR t2,88,"0,000127387",0.000127387
afghan radio,t1 OR t2,290,"0,000195201",0.000195201
houston wb,t1 OR t2,52,"0,000117399",0.000117399
wedding proposals,t1 OR t2,87,"0,000364560",0.000364560
braxton hicks,t1 OR t2,6,"0,000085134",0.000085134
denon 2105,t1 OR t2,3,"0,000110066",0.000110066
dance bush,t1 OR t2,165,"0,000187378",0.000187378
italian supermodels,t1 OR t2,198,"0,000183258",0.000183258
option quote,t1 OR t2,66,"0,000119425",0.000119425
sears appliances,t1 OR t2,11,"0,000087229",0.000087229
search engine,t1 OR t2,6159,"0,002099154",0.002099154
driving directions,t1 OR t2,98,"0,000130739",0.000130739
jfk airport,t1 OR t2,73,"0,000123755",0.000123755
kaiser permanente,t1 OR t2,6,"0,000107203",0.000107203
niceville florida,t1 OR t2,145,"0,000188357",0.000188357
beaver collectibles,t1 OR t2,12,"0,000126548",0.000126548
texas cellular,t1 OR t2,187,"0,000128713",0.000128713
fat sims,t1 OR t2,41,"0,000123546",0.000123546
airline stickers,t1 OR t2,32,"0,000123057",0.000123057
landscaping pavers,t1 OR t2,5,"0,000106854",0.000106854
yahoo finance,t1 OR t2,104,"0,000147361",0.000147361
accidental falls,t1 OR t2,83,"0,000160001",0.000160001
spanish translation,t1 OR t2,283,"0,000209866",0.000209866
wes craven,t1 OR t2,5,"0,000106924",0.000106924
invisible fence,t1 OR t2,28,"0,000198413",0.000198413
cat diseases,t1 OR t2,98,"0,000131507",0.000131507
washing machines,t1 OR t2,42,"0,000094911",0.000094911
music videos,t1 OR t2,847,"0,000349195",0.000349195
kitchen equipment,t1 OR t2,155,"0,000148338",0.000148338
silk tonight,t1 OR t2,32,"0,000148198",0.000148198
free puppies,t1 OR t2,6046,"0,001860514",0.001860514
download music,t1 OR t2,821,"0,000423294",0.000423294
surgical terminology,t1 OR t2,47,"0,000143939",0.000143939
med sed,t1 OR t2,21,"0,000168313",0.000168313
judicial watch,t1 OR t2,94,"0,000107412",0.000107412
mlb 2006,t1 OR t2,1482,"0,000677859",0.000677859
master rao,t1 OR t2,166,"0,000160281",0.000160281
frandsen keri,t1 OR t2,2,"0,000150224",0.000150224
jane march,t1 OR t2,1436,"0,000548237",0.000548237
gia darling,t1 OR t2,7,"0,000114606",0.000114606
cnn money,t1 OR t2,225,"0,000207212",0.000207212
eb chord,t1 OR t2,106,"0,000145475",0.000145475
fleet bank,t1 OR t2,157,"0,000234729",0.000234729
indonesia media,t1 OR t2,6101,"0,002036299",0.002036299
vascular diseases,t1 OR t2,48,"0,003540283",0.003540283
aol games,t1 OR t2,313,"0,000159373",0.000159373
crazy places,t1 OR t2,278,"0,000225022",0.000225022
496 pc,t1 OR t2,68,"0,000130180",0.000130180
wolf tattoo,t1 OR t2,42,"0,000096378",0.000096378
ellis island,t1 OR t2,189,"0,000158396",0.000158396
super taboo,t1 OR t2,56,"0,000118028",0.000118028
national weather,t1 OR t2,609,"0,000359532",0.000359532
cinnamon stix,t1 OR t2,4,"0,000102454",0.000102454
nigeria newspapers,t1 OR t2,110,"0,000164052",0.000164052
mens thong,t1 OR t2,22,"0,000149874",0.000149874
live fish,t1 OR t2,434,"0,000223834",0.000223834
downtown disney,t1 OR t2,100,"0,000136047",0.000136047
mail preferences,t1 OR t2,45,"0,000158395",0.000158395
suzanne mcneil,t1 OR t2,6,"0,000203930",0.000203930
michael blake,t1 OR t2,134,"0,000271395",0.000271395
continental airline,t1 OR t2,56,"0,000123895",0.000123895
pure movie,t1 OR t2,266,"0,000190451",0.000190451
luis miguel,t1 OR t2,24,"0,000110695",0.000110695
hearth pad,t1 OR t2,10,"0,000130599",0.000130599
stock quotes,t1 OR t2,113,"0,000137234",0.000137234
willies baits,t1 OR t2,2,"0,000237872",0.000237872
mail preferences,t1 OR t2,45,"0,000115025",0.000115025
indiana lottery,t1 OR t2,72,"0,000175436",0.000175436
group usa,t1 OR t2,880,"0,000375595",0.000375595
online dictionary,t1 OR t2,320,"0,000217618",0.000217618
microsoft lawsuits,t1 OR t2,33,"0,000109997",0.000109997
colonel stone,t1 OR t2,166,"0,000150713",0.000150713
crab salad,t1 OR t2,15,"0,000108809",0.000108809
robins nest,t1 OR t2,23,"0,000142472",0.000142472
love test,t1 OR t2,385,"0,000180604",0.000180604
lying children,t1 OR t2,453,"0,000232355",0.000232355
parents jokes,t1 OR t2,151,"0,000143799",0.000143799
money magazine,t1 OR t2,433,"0,000246253",0.000246253
tom cruise,t1 OR t2,108,"0,000137723",0.000137723
trip advisor,t1 OR t2,112,"0,000230469",0.000230469
nail pro,t1 OR t2,70,"0,000097146",0.000097146
chris adler,t1 OR t2,127,"0,000143519",0.000143519
finding addresses,t1 OR t2,104,"0,000105457",0.000105457
woman fighter,t1 OR t2,199,"0,000155532",0.000155532
champion air,t1 OR t2,320,"0,000185283",0.000185283
chesapeake bay,t1 OR t2,84,"0,000138910",0.000138910
yahoo mail,t1 OR t2,67,"0,000121590",0.000121590
1980 shasta,t1 OR t2,380,"0,000243389",0.000243389
florida offender,t1 OR t2,152,"0,000162236",0.000162236
fischer price,t1 OR t2,103,"0,000147431",0.000147431
blocked list,t1 OR t2,1751,"0,000709356",0.000709356
ebay motors,t1 OR t2,17,"0,000114397",0.000114397
tufts university,t1 OR t2,582,"0,000256170",0.000256170
american airlines,t1 OR t2,860,"0,000299610",0.000299610
diamondbacks roster,t1 OR t2,44,"0,000094492",0.000094492
american idol,t1 OR t2,823,"0,000333272",0.000333272
maps fl,t1 OR t2,806,"0,000338230",0.000338230
stripes movie,t1 OR t2,229,"0,000200089",0.000200089
papa johns,t1 OR t2,30,"0,000092886",0.000092886
symptoms appendicitis,t1 OR t2,25,"0,000111952",0.000111952
ac dc,t1 OR t2,395,"0,000210495",0.000210495
robots movie,t1 OR t2,227,"0,000263364",0.000263364
samsung 315,t1 OR t2,19,"0,000146313",0.000146313
joshua jackson,t1 OR t2,96,"0,000134161",0.000134161
times union,t1 OR t2,611,"0,000278379",0.000278379
unintended consequences,t1 OR t2,48,"0,000130530",0.000130530
wallpaper borders,t1 OR t2,76,"0,000125431",0.000125431
sams clubs,t1 OR t2,181,"0,000162026",0.000162026
hair cuts,t1 OR t2,88,"0,000166217",0.000166217
dog poop,t1 OR t2,66,"0,000125012",0.000125012
easy readers,t1 OR t2,120,"0,000145125",0.000145125
christmas store,t1 OR t2,158,"0,000183538",0.000183538
sweet potato,t1 OR t2,39,"0,000116911",0.000116911
kohler accessories,t1 OR t2,21,"0,000144008",0.000144008
las vegas,t1 OR t2,37,"0,001561811",0.001561811
shocking pictures,t1 OR t2,100,"0,000210705",0.000210705
ma doc,t1 OR t2,98,"0,000103082",0.000103082
shetland sheep,t1 OR t2,29,"0,000117329",0.000117329
american chopper,t1 OR t2,820,"0,000367494",0.000367494
biker tees,t1 OR t2,3,"0,000117749",0.000117749
banner code,t1 OR t2,441,"0,000257427",0.000257427
doc johnson,t1 OR t2,115,"0,000169430",0.000169430
john cena,t1 OR t2,378,"0,000203930",0.000203930
tec elgin,t1 OR t2,15,"0,000106085",0.000106085
edward hopper,t1 OR t2,119,"0,000197993",0.000197993
yellow labs,t1 OR t2,129,"0,000136256",0.000136256
pool companys,t1 OR t2,55,"0,000128574",0.000128574
tom cruise,t1 OR t2,108,"0,000133043",0.000133043
avalon apartments,t1 OR t2,27,"0,000109787",0.000109787
wedding cameras,t1 OR t2,59,"0,000103432",0.000103432
debbie miller,t1 OR t2,51,"0,000096308",0.000096308
motor homes,t1 OR t2,123,"0,000137933",0.000137933
cheap flights,t1 OR t2,43,"0,000117260",0.000117260
sonny emery,t1 OR t2,6,"0,000088207",0.000088207
colonial downs,t1 OR t2,55,"0,000128224",0.000128224
hollywood agents,t1 OR t2,113,"0,000145824",0.000145824
aruba disappearance,t1 OR t2,26,"0,000110136",0.000110136
scenic vistas,t1 OR t2,14,"0,000204629",0.000204629
italy doors,t1 OR t2,303,"0,000277540",0.000277540
sun labs,t1 OR t2,99,"0,000199810",0.000199810
teen cakes,t1 OR t2,18,"0,000084785",0.000084785
alcohol 120,t1 OR t2,441,"0,000277610",0.000277610
rolls royce,t1 OR t2,22,"0,000120403",0.000120403
centennial gardens,t1 OR t2,68,"0,000258823",0.000258823
vein removal,t1 OR t2,56,"0,000120822",0.000120822
gator shoes,t1 OR t2,16,"0,000086600",0.000086600
belmont park,t1 OR t2,180,"0,000125082",0.000125082
pocket bikes,t1 OR t2,33,"0,000141634",0.000141634
child psychology,t1 OR t2,205,"0,000165519",0.000165519
realty executives,t1 OR t2,28,"0,000142262",0.000142262
jessica alba,t1 OR t2,24,"0,000106644",0.000106644
miami herald,t1 OR t2,85,"0,000123825",0.000123825
siesta ware,t1 OR t2,12,"0,000120892",0.000120892
ocean view,t1 OR t2,1868,"0,000772001",0.000772001
cash advance,t1 OR t2,105,"0,000152878",0.000152878
garden snakes,t1 OR t2,80,"0,000122986",0.000122986
comcast dsl,t1 OR t2,8,"0,000083318",0.000083318
disney cruise,t1 OR t2,56,"0,000135837",0.000135837
indiana airlines,t1 OR t2,109,"0,000131297",0.000131297
hair fallout,t1 OR t2,64,"0,000118796",0.000118796
sherman lewis,t1 OR t2,77,"0,000120193",0.000120193
chalk colorado,t1 OR t2,72,"0,000246253",0.000246253
abt electronics,t1 OR t2,43,"0,000093515",0.000093515
map directions,t1 OR t2,460,"0,000290042",0.000290042
honolulu news,t1 OR t2,365,"0,000167475",0.000167475
manzanita beach,t1 OR t2,62,"0,000137164",0.000137164
downey savings,t1 OR t2,12,"0,000105108",0.000105108
peoria illinois,t1 OR t2,135,"0,000190870",0.000190870
map quest,t1 OR t2,466,"0,000286270",0.000286270
salt covenant,t1 OR t2,37,"0,000131088",0.000131088
smith barney,t1 OR t2,143,"0,000114746",0.000114746
dark connection,t1 OR t2,204,"0,000176623",0.000176623
bobby valentino,t1 OR t2,21,"0,000118586",0.000118586
blue book,t1 OR t2,895,"0,000320142",0.000320142
washington mutual,t1 OR t2,284,"0,000146313",0.000146313
chiari malformation,t1 OR t2,3,"0,000125920",0.000125920
foreskin fun,t1 OR t2,51,"0,000096308",0.000096308
mordecai wwe,t1 OR t2,12,"0,000086321",0.000086321
thread mills,t1 OR t2,45,"0,000109787",0.000109787
la times,t1 OR t2,723,"0,000345355",0.000345355
mls search,t1 OR t2,6047,"0,001951165",0.001951165
coldwell bankers,t1 OR t2,5,"0,000188984",0.000188984
pathological liar,t1 OR t2,13,"0,000088137",0.000088137
bird bath,t1 OR t2,119,"0,000134510",0.000134510
springfield ohio,t1 OR t2,130,"0,002256361",0.002256361
wal mart,t1 OR t2,16,"0,000108600",0.000108600
kidney stones,t1 OR t2,39,"0,000108879",0.000108879
outdoor shutters,t1 OR t2,30,"0,000208260",0.000208260
marshfield ma,t1 OR t2,76,"0,000166217",0.000166217
tiki huts,t1 OR t2,6,"0,000083807",0.000083807
imax florida,t1 OR t2,150,"0,000189892",0.000189892
peripheral electronics,t1 OR t2,55,"0,000118726",0.000118726
carmen electra,t1 OR t2,11,"0,000084505",0.000084505
camping accessories,t1 OR t2,25,"0,000088975",0.000088975
design acoustics,t1 OR t2,242,"0,000183607",0.000183607
hp printers,t1 OR t2,50,"0,000145614",0.000145614
galena il,t1 OR t2,59,"0,000121659",0.000121659
theological statement,t1 OR t2,88,"0,000105108",0.000105108
ice queen,t1 OR t2,244,"0,000164820",0.000164820
automatic chores,t1 OR t2,34,"0,000110765",0.000110765
party games,t1 OR t2,572,"0,000271045",0.000271045
mike jones,t1 OR t2,157,"0,000160770",0.000160770
surinam cherry,t1 OR t2,14,"0,000105596",0.000105596
fox news,t1 OR t2,420,"0,000248557",0.000248557
medina steakhouse,t1 OR t2,13,"0,000141913",0.000141913
music downloads,t1 OR t2,780,"0,000397175",0.000397175
bull pictures,t1 OR t2,107,"0,000129202",0.000129202
american airlines,t1 OR t2,860,"0,000371614",0.000371614
bike shops,t1 OR t2,56,"0,000102035",0.000102035
maryland cemetaries,t1 OR t2,82,"0,000124454",0.000124454
cheerleading pictures,t1 OR t2,93,"0,000127107",0.000127107
disney channel,t1 OR t2,147,"0,000186889",0.000186889
antidepressant drugs,t1 OR t2,42,"0,000117050",0.000117050
hot chicks,t1 OR t2,99,"0,000126199",0.000126199
stone crabs,t1 OR t2,123,"0,000138910",0.000138910
pennsylvania map,t1 OR t2,569,"0,000281103",0.000281103
heaven scent,t1 OR t2,46,"0,000117539",0.000117539
mosley st,t1 OR t2,71,"0,000122079",0.000122079
cpa exam,t1 OR t2,15,"0,000119634",0.000119634
hilary duff,t1 OR t2,5,"0,000109508",0.000109508
human rights,t1 OR t2,517,"0,000253795",0.000253795
greg weis,t1 OR t2,17,"0,000087718",0.000087718
ipod shuffle,t1 OR t2,11,"0,000106853",0.000106853
music videos,t1 OR t2,847,"0,000365608",0.000365608
cleveland browns,t1 OR t2,63,"0,000118308",0.000118308
hyundai tucson,t1 OR t2,7,"0,000117749",0.000117749
radar magazine,t1 OR t2,271,"0,000181721",0.000181721
layered hair,t1 OR t2,59,"0,000144567",0.000144567
susan wheeler,t1 OR t2,23,"0,000113837",0.000113837
keyword sessions,t1 OR t2,52,"0,000116911",0.000116911
abc tv,t1 OR t2,406,"0,000231446",0.000231446
purple martins,t1 OR t2,29,"0,000114676",0.000114676
lax map,t1 OR t2,450,"0,000275865",0.000275865
brandon rodgers,t1 OR t2,22,"0,000151691",0.000151691
christian lyrics,t1 OR t2,246,"0,000258265",0.000258265
avery labels,t1 OR t2,43,"0,000117749",0.000117749
jim shore,t1 OR t2,79,"0,000199879",0.000199879
israel news,t1 OR t2,440,"0,000299680",0.000299680
cancun mexico,t1 OR t2,147,"0,000187937",0.000187937
nsa nationals,t1 OR t2,18,"0,000111323",0.000111323
map quest,t1 OR t2,466,"0,000237593",0.000237593
hayden christensen,t1 OR t2,8,"0,000121101",0.000121101
cheap hotels,t1 OR t2,43,"0,000115304",0.000115304
magic tricks,t1 OR t2,75,"0,000172223",0.000172223
granny exposed,t1 OR t2,42,"0,000191360",0.000191360
adidas cairo,t1 OR t2,25,"0,000107902",0.000107902
southwest airlines,t1 OR t2,119,"0,000226628",0.000226628
piazza reality,t1 OR t2,83,"0,000099730",0.000099730
ross clothing,t1 OR t2,76,"0,000124872",0.000124872
sound click,t1 OR t2,187,"0,000162097",0.000162097
southwest airline,t1 OR t2,101,"0,000106435",0.000106435
song wrapper,t1 OR t2,371,"0,000196109",0.000196109
woodbury commons,t1 OR t2,251,"0,000279217",0.000279217
sign language,t1 OR t2,880,"0,000653345",0.000653345
yahoo maps,t1 OR t2,799,"0,001968834",0.001968834
camel toe,t1 OR t2,10,"0,000104479",0.000104479
lake george,t1 OR t2,298,"0,000199600",0.000199600
shinto shrine,t1 OR t2,21,"0,000108251",0.000108251
usda rhs,t1 OR t2,10,"0,000111044",0.000111044
john peterson,t1 OR t2,386,"0,000275445",0.000275445
lincoln wv,t1 OR t2,69,"0,000142612",0.000142612
west marine,t1 OR t2,479,"0,000272023",0.000272023
crossword puzzles,t1 OR t2,9,"0,000103921",0.000103921
july 2005,t1 OR t2,1939,"0,000777309",0.000777309
holiday inn,t1 OR t2,73,"0,000121101",0.000121101
missy eliot,t1 OR t2,9,"0,000109299",0.000109299
infected spleen,t1 OR t2,25,"0,000157906",0.000157906
nj lottery,t1 OR t2,37,"0,000149177",0.000149177
store finder,t1 OR t2,188,"0,000315602",0.000315602
ballet steps,t1 OR t2,62,"0,000100708",0.000100708
teeth whitening,t1 OR t2,25,"0,000149456",0.000149456
bee pollen,t1 OR t2,27,"0,000107133",0.000107133
credit unions,t1 OR t2,74,"0,000144497",0.000144497
eva mendes,t1 OR t2,14,"0,000114885",0.000114885
helen keller,t1 OR t2,18,"0,000103781",0.000103781
sim slots,t1 OR t2,16,"0,000106505",0.000106505
myspace codes,t1 OR t2,218,"0,000211263",0.000211263
american express,t1 OR t2,863,"0,000426926",0.000426926
national review,t1 OR t2,719,"0,000401715",0.000401715
hitler youth,t1 OR t2,163,"0,000158884",0.000158884
sea monkeys,t1 OR t2,203,"0,000175716",0.000175716
craven pottery,t1 OR t2,13,"0,000104968",0.000104968
apartment search,t1 OR t2,6088,"0,001944740",0.001944740
linda tran,t1 OR t2,12,"0,000109159",0.000109159
yahoo games,t1 OR t2,329,"0,000202953",0.000202953
teachers gifts,t1 OR t2,78,"0,000150154",0.000150154
aloha kai,t1 OR t2,14,"0,000145684",0.000145684
quality inn,t1 OR t2,261,"0,000179486",0.000179486
yahoo mail,t1 OR t2,67,"0,000185144",0.000185144
geography philosophy,t1 OR t2,957,"0,000456957",0.000456957
dc accommodations,t1 OR t2,128,"0,000176763",0.000176763
yahoo photos,t1 OR t2,810,"0,000377969",0.000377969
weber grills,t1 OR t2,9,"0,000134440",0.000134440
employee evaluations,t1 OR t2,39,"0,000114955",0.000114955
florida drivers,t1 OR t2,184,"0,000126897",0.000126897
star wars,t1 OR t2,237,"0,000177671",0.000177671
funny videos,t1 OR t2,87,"0,000121590",0.000121590
dallas isd,t1 OR t2,60,"0,000116491",0.000116491
marshall inman,t1 OR t2,46,"0,000172433",0.000172433
ocean fishing,t1 OR t2,103,"0,000127387",0.000127387
italy flights,t1 OR t2,283,"0,000179067",0.000179067
yahoo mail,t1 OR t2,67,"0,000220622",0.000220622
puppy training,t1 OR t2,203,"0,000202603",0.000202603
pioneer league,t1 OR t2,306,"0,000255751",0.000255751
tko farm,t1 OR t2,77,"0,000165170",0.000165170
smee builders,t1 OR t2,12,"0,000127875",0.000127875
enable sounds,t1 OR t2,62,"0,000118657",0.000118657
atm babes,t1 OR t2,4,"0,000111393",0.000111393
vida tv,t1 OR t2,352,"0,000215175",0.000215175
detroit sponge,t1 OR t2,53,"0,000130529",0.000130529
header collectors,t1 OR t2,29,"0,000111533",0.000111533
monica sweetheart,t1 OR t2,4,"0,000139050",0.000139050
car rentals,t1 OR t2,227,"0,000207981",0.000207981
phone book,t1 OR t2,775,"0,000330479",0.000330479
nbc news,t1 OR t2,402,"0,000235358",0.000235358
horse lovers,t1 OR t2,68,"0,000118168",0.000118168
jacksonville florida,t1 OR t2,167,"0,000150853",0.000150853
dance poms,t1 OR t2,113,"0,000134930",0.000134930
nicky cruz,t1 OR t2,12,"0,000114956",0.000114956
hairy men,t1 OR t2,270,"0,000277122",0.000277122
graduation jokes,t1 OR t2,51,"0,000124733",0.000124733
napoleon dynamite,t1 OR t2,19,"0,000160141",0.000160141
york pa,t1 OR t2,139,"0,000142192",0.000142192
lilly pulitzer,t1 OR t2,4,"0,000140656",0.000140656
thermos coolers,t1 OR t2,3,"0,001192293",0.001192293
online rpg,t1 OR t2,170,"0,000155461",0.000155461
tom petty,t1 OR t2,92,"0,000156928",0.000156928
buddy profile,t1 OR t2,326,"0,000250024",0.000250024
ceiling alternatives,t1 OR t2,29,"0,000131158",0.000131158
cornell university,t1 OR t2,594,"0,000281870",0.000281870
sprint pcs,t1 OR t2,15,"0,000106993",0.000106993
boxer dog,t1 OR t2,85,"0,000139190",0.000139190
hofstra university,t1 OR t2,582,"0,000270626",0.000270626
ovarian cancer,t1 OR t2,69,"0,000113978",0.000113978
toy story,t1 OR t2,370,"0,000210635",0.000210635
wild cherry,t1 OR t2,74,"0,000169989",0.000169989
creative launcher,t1 OR t2,61,"0,000120613",0.000120613
volcanic activity,t1 OR t2,126,"0,000158675",0.000158675
lazy boy,t1 OR t2,117,"0,000137722",0.000137722
online surveys,t1 OR t2,172,"0,000155951",0.000155951
